8.226666666666666572e+01,3.281333333333333258e+02
2.015625000000000000e+02,3.271250000000000000e+02
1.517142857142857224e+02,3.262142857142857224e+02
3.560000000000000000e+02,3.260000000000000000e+02
2.853846153846153584e+02,3.250769230769230944e+02
5.414285714285714590e+01,3.224761904761904816e+02
2.941071428571428328e+02,3.245357142857142776e+02
2.953235294117646959e+02,3.194117647058823763e+02
1.731250000000000000e+02,3.200000000000000000e+02
3.093488372093023031e+02,3.175116279069767415e+02
2.800000000000000000e+02,3.090000000000000000e+02
3.644324324324324493e+02,3.122162162162161962e+02
3.737045454545454390e+02,3.040227272727272521e+02
1.975714285714285836e+02,3.118571428571428328e+02
8.600000000000000000e+01,3.049499999999999886e+02
1.328125000000000000e+02,2.943750000000000000e+02
1.800000000000000000e+02,2.990000000000000000e+02
3.752352941176470722e+02,2.961176470588235361e+02
2.933103448275862206e+02,2.933965517241379075e+02
1.121052631578947398e+02,2.923578947368421268e+02
3.081379310344827331e+02,2.862758620689655231e+02
1.470000000000000000e+02,2.791000000000000227e+02
3.086444444444444457e+02,2.808888888888889142e+02
2.064769230769230717e+02,2.800230769230769283e+02
1.692307692307692291e+00,2.679230769230769056e+02
2.728269230769230944e+02,2.669423076923076792e+02
3.744285714285714448e+02,2.574285714285714448e+02
2.550000000000000000e+02,2.585000000000000000e+02
5.200000000000000000e+01,2.530000000000000000e+02
2.117333333333333201e+02,2.557333333333333201e+02
4.176923076923076650e+01,2.516923076923076792e+02
2.826562500000000000e+02,2.523125000000000000e+02
1.307500000000000000e+02,2.459166666666666572e+02
2.979285714285714448e+02,2.519523809523809632e+02
3.062500000000000000e+00,2.378750000000000000e+02
3.819078947368420813e+02,2.453881578947368496e+02
5.750000000000000000e+01,2.363461538461538396e+02
3.087567567567567721e+02,2.361081081081080981e+02
1.984102564102564088e+02,2.317179487179487296e+02
6.883333333333332860e+01,2.323333333333333428e+02
6.560810810810811233e+01,2.292702702702702595e+02
3.907500000000000000e+02,2.231666666666666572e+02
3.522222222222222285e+02,2.243888888888888857e+02
2.325925925925925952e+01,2.209629629629629619e+02
2.511403508771929864e+02,2.220701754385964932e+02
2.268125000000000000e+02,2.150000000000000000e+02
2.057619047619047592e+02,2.140476190476190368e+02
1.540000000000000000e+02,2.121250000000000000e+02
3.700126582278480782e+02,2.167341772151898738e+02
2.600000000000000000e+02,2.104166666666666572e+02
2.467179487179487296e+02,2.160769230769230660e+02
2.085333333333333314e+02,2.075999999999999943e+02
1.043846153846153868e+02,2.081538461538461604e+02
3.980000000000000000e+02,2.055833333333333428e+02
2.686250000000000000e+02,2.075000000000000000e+02
2.574285714285714448e+02,2.067142857142857224e+02
2.221428571428571388e+02,2.052619047619047592e+02
2.090571428571428498e+02,2.004571428571428555e+02
3.912419354838709751e+02,2.039677419354838719e+02
8.100000000000000000e+01,1.960000000000000000e+02
2.292413793103448256e+02,1.958275862068965409e+02
6.367346938775510168e+00,1.957142857142857224e+02
1.884666666666666686e+02,1.894000000000000057e+02
1.918191489361702224e+02,1.924680851063829721e+02
2.526544502617801129e+02,1.923141361256544428e+02
2.764074074074073906e+02,1.807407407407407334e+02
2.072307692307692264e+02,1.807692307692307736e+02
2.725000000000000000e+02,1.796666666666666572e+02
1.945238095238095184e+02,1.809047619047618980e+02
1.950000000000000000e+01,1.755454545454545325e+02
2.070000000000000000e+02,1.727777777777777715e+02
3.580769230769230944e+02,1.718461538461538396e+02
2.152857142857142776e+02,1.831714285714285779e+02
4.353012048192771033e+01,1.712891566265060135e+02
2.734693877551020478e+02,1.668163265306122582e+02
6.076470588235294201e+01,1.568235294117646959e+02
2.453846153846154010e+01,1.570769230769230660e+02
3.130625000000000000e+02,1.560000000000000000e+02
2.001999999999999886e+02,1.553499999999999943e+02
1.225799999999999983e+02,1.586599999999999966e+02
1.232999999999999972e+02,1.529666666666666686e+02
2.863611111111110858e+02,1.540277777777777715e+02
2.972285714285714562e+02,1.496857142857142833e+02
3.378709677419354875e+02,1.482258064516128968e+02
1.402500000000000000e+02,1.474166666666666572e+02
3.582222222222222285e+01,1.528888888888888857e+02
1.385744680851063890e+02,1.453617021276595835e+02
7.258163265306122014e+01,1.479897959183673493e+02
2.120000000000000000e+02,1.460000000000000000e+02
3.516538461538461320e+02,1.390769230769230660e+02
2.121866666666666674e+02,1.351333333333333258e+02
3.623913043478260647e+02,1.310869565217391255e+02
8.484615384615383959e+01,1.296153846153846132e+02
1.450000000000000000e+01,1.270000000000000000e+02
1.729729729729729826e+01,1.352702702702702595e+02
1.319999999999999929e+01,1.324499999999999886e+02
3.178888888888889142e+02,1.357361111111111143e+02
2.529076923076923151e+02,1.333076923076923208e+02
2.784615384615384670e+01,1.236923076923076934e+02
3.361739130434782510e+02,1.262826086956521721e+02
2.318918918918919019e+02,1.263243243243243228e+02
9.250000000000000000e+01,1.180000000000000000e+02
2.704583333333333144e+02,1.207083333333333286e+02
2.874285714285714448e+02,1.190952380952381020e+02
1.536097560975609895e+02,1.172926829268292721e+02
4.300000000000000000e+01,1.075000000000000000e+02
3.850000000000000000e+02,1.014285714285714306e+02
3.740526315789473415e+02,1.036315789473684248e+02
1.990000000000000000e+02,9.887500000000000000e+01
3.902500000000000000e+02,9.562500000000000000e+01
2.218125000000000000e+02,9.750000000000000000e+01
1.642857142857142776e+02,1.006593406593406570e+02
2.123862068965517267e+02,1.043724137931034477e+02
7.260869565217391575e+00,9.495652173913043725e+01
4.000666666666666629e+02,9.326666666666666572e+01
2.354897959183673493e+02,8.938775510204081343e+01
1.851929824561403564e+02,8.757894736842105488e+01
2.489756097560975547e+02,8.412195121951219789e+01
1.968108108108108070e+02,8.569369369369368883e+01
3.899146341463414842e+02,8.763414634146342053e+01
1.230000000000000000e+02,7.300000000000000000e+01
1.918823529411764639e+02,7.329411764705882604e+01
6.601234567901234129e+01,7.743209876543210157e+01
2.175882352941176521e+02,6.929411764705882604e+01
8.236585365853657947e+01,6.900000000000000000e+01
1.985000000000000142e+01,6.957500000000000284e+01
2.835000000000000000e+02,6.442857142857143060e+01
7.708333333333332860e+01,6.366666666666666430e+01
1.240000000000000000e+02,6.037500000000000000e+01
3.971999999999999886e+02,7.395000000000000284e+01
8.947058823529411598e+01,6.100000000000000000e+01
1.528897058823529278e+02,6.876470588235294201e+01
2.890000000000000000e+02,5.800000000000000000e+01
1.655000000000000000e+02,5.900000000000000000e+01
2.987599999999999909e+02,5.815999999999999659e+01
3.830769230769230660e+01,5.692307692307691980e+01
1.983308823529411882e+02,6.689705882352940591e+01
3.116470588235293917e+02,4.641176470588235503e+01
1.088461538461538396e+02,4.530769230769230660e+01
4.000769230769230944e+02,4.423076923076923350e+01
3.255602409638554491e+02,5.107228915662650337e+01
3.963333333333333144e+02,5.356666666666666998e+01
1.645000000000000000e+02,3.900000000000000000e+01
2.615873015873015675e+02,4.123809523809524080e+01
3.605952380952380736e+02,3.869047619047618980e+01
3.600000000000000000e+02,2.700000000000000000e+01
1.557249999999999943e+02,3.014999999999999858e+01
5.700000000000000000e+01,2.400000000000000000e+01
2.805925925925926094e+02,2.714814814814814881e+01
1.427338709677419217e+02,3.604032258064516014e+01
3.942857142857142776e+02,2.739285714285714235e+01
3.885263157894736992e+02,2.850000000000000000e+01
1.179745222929936261e+02,2.294267515923566947e+01
4.562962962962962621e+01,1.270370370370370416e+01
1.838205128205128176e+02,2.001709401709401703e+01
2.077968750000000000e+02,1.464062500000000000e+01
3.985312500000000000e+02,1.175000000000000000e+01
1.992173913043478137e+02,6.739130434782608425e+00
3.932769230769230830e+02,1.295384615384615401e+01
